  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   175,   P-31874,   2022/11/02 16:37:19,           1-14,       1,        -6.894,       -15.433,      -122.010,         1.295,         21327,      -1,    1,   W-81908 / NLGQLH_1_17_0 / 208 / 808 /,                                 OH-25 A,                 H2O, 1667432513.04,         0.191,         0.206,         0.429,         0.143,       150.012,         0.002,         0.004,         2.393,        77.442,        26.792,         0.986,        71.468,         1.162,        -0.806,        0.0000,        0.0000,    0,        41.250,         1,      14,       4,Picarro IAEA,       0,       1
   176,   P-31874,   2022/11/02 16:46:21,           1-14,       2,        -7.199,       -15.981,      -130.397,         1.281,         21395,      -1,    1,   W-81908 / NLGQLH_1_17_0 / 208 / 808 /,                                 OH-25 A,                 H2O, 1667433056.24,         0.190,         0.195,         0.523,         0.137,       150.522,         0.002,         0.007,         2.385,        77.697,        27.104,         0.975,        71.179,         1.161,        -0.800,       -0.0000,        0.0000,    0,        41.250,         1,      14,       4,Picarro IAEA,       0,       1
   177,   P-31874,   2022/11/02 16:55:24,           1-14,       3,        -7.221,       -16.047,      -131.730,         1.294,         21363,      -1,    1,   W-81908 / NLGQLH_1_17_0 / 208 / 808 /,                                 OH-25 A,                 H2O, 1667433599.34,         0.195,         0.191,         0.452,         0.139,       151.408,         0.002,         0.005,         2.394,        77.545,        27.163,         0.971,        70.908,         1.164,        -0.825,       -0.0000,        0.0000,    0,        41.250,         1,      14,       4,Picarro IAEA,       0,       1
   178,   P-31874,   2022/11/02 17:04:27,           1-14,       4,        -7.256,       -16.081,      -132.233,         1.277,         21371,       0,    1,   W-81908 / NLGQLH_1_17_0 / 208 / 808 /,                                 OH-25 A,                 H2O, 1667434141.98,         0.198,         0.221,         0.462,         0.128,       147.976,         0.003,         0.005,         2.356,        77.575,        27.124,         0.972,        71.160,         1.163,        -0.818,        0.0000,        0.0000,    0,        41.250,         1,      14,       4,Picarro IAEA,       0,       1
   179,   P-31874,   2022/11/02 17:13:29,           1-14,       5,        -7.251,       -16.093,      -132.511,         1.288,         21329,       0,    1,   W-81908 / NLGQLH_1_17_0 / 208 / 808 /,                                 OH-25 A,                 H2O, 1667434684.58,         0.192,         0.200,         0.437,         0.140,       150.458,         0.002,         0.005,         2.385,        77.432,        27.138,         0.967,        70.600,         1.163,        -0.858,       -0.0000,       -0.0000,    0,        41.250,         1,      14,       4,Picarro IAEA,       0,       1
   180,   P-31874,   2022/11/02 17:22:32,           1-14,       6,        -7.301,       -16.142,      -132.625,         1.264,         21344,       0,    1,   W-81908 / NLGQLH_1_17_0 / 208 / 808 /,                                 OH-25 A,                 H2O, 1667435227.15,         0.192,         0.199,         0.380,         0.135,       149.306,         0.002,         0.004,         2.363,        77.427,        27.158,         0.971,        71.017,         1.159,        -0.712,        0.0000,        0.0000,    0,        41.312,         1,      14,       4,Picarro IAEA,       0,       1
   181,   P-31875,   2022/11/02 17:31:35,           1-15,       1,        -4.214,       -10.406,       -84.552,         1.300,         21386,      -1,    1,   W-81909 / NLGQLH_1_21_0 / 208 / 808 /,                                 OH-26 A,                 H2O, 1667435770.58,         0.200,         0.207,         0.377,         0.142,       148.877,         0.002,         0.003,         2.364,        77.669,        26.958,         0.980,        71.687,         1.161,        -0.835,       -0.0000,        0.0000,    0,        41.375,         1,      15,       4,Picarro IAEA,       0,       1
   182,   P-31875,   2022/11/02 17:40:38,           1-15,       2,        -4.113,       -10.210,       -80.912,         1.297,         21365,      -1,    1,   W-81909 / NLGQLH_1_21_0 / 208 / 808 /,                                 OH-26 A,                 H2O, 1667436312.71,         0.188,         0.201,         0.327,         0.127,       148.213,         0.002,         0.001,         2.358,        77.553,        26.744,         0.995,        72.253,         1.157,        -0.832,        0.0000,        0.0000,    0,        41.375,         1,      15,       4,Picarro IAEA,       0,       1
   183,   P-31875,   2022/11/02 17:49:40,           1-15,       3,        -4.108,       -10.207,       -80.388,         1.300,         21389,      -1,    1,   W-81909 / NLGQLH_1_21_0 / 208 / 808 /,                                 OH-26 A,                 H2O, 1667436855.82,         0.180,         0.175,         0.340,         0.136,       150.007,         0.002,         0.002,         2.371,        77.665,        27.007,         0.978,        71.710,         1.158,        -0.863,        0.0000,       -0.0000,    0,        41.438,         1,      15,       4,Picarro IAEA,       0,       1
   184,   P-31875,   2022/11/02 17:58:43,           1-15,       4,        -4.091,       -10.176,       -80.235,         1.301,         21358,       0,    1,   W-81909 / NLGQLH_1_21_0 / 208 / 808 /,                                 OH-26 A,                 H2O, 1667437397.88,         0.187,         0.186,         0.318,         0.134,       149.887,         0.002,         0.002,         2.388,        77.548,        26.868,         0.985,        71.810,         1.157,        -0.858,        0.0000,        0.0000,    0,        41.500,         1,      15,       4,Picarro IAEA,       0,       1
   185,   P-31875,   2022/11/02 18:07:46,           1-15,       5,        -4.071,       -10.141,       -80.074,         1.302,         21371,       0,    1,   W-81909 / NLGQLH_1_21_0 / 208 / 808 /,                                 OH-26 A,                 H2O, 1667437941.54,         0.200,         0.188,         0.348,         0.146,       147.840,         0.001,         0.002,         2.342,        77.607,        26.917,         0.983,        71.725,         1.159,        -0.878,        0.0000,        0.0000,    0,        41.562,         1,      15,       4,Picarro IAEA,       0,       1
   186,   P-31875,   2022/11/02 18:16:48,           1-15,       6,        -4.090,       -10.153,       -79.995,         1.290,         21329,       0,    1,   W-81909 / NLGQLH_1_21_0 / 208 / 808 /,                                 OH-26 A,                 H2O, 1667438483.02,         0.196,         0.192,         0.320,         0.134,       150.823,         0.001,         0.002,         2.382,        77.388,        26.872,         0.986,        71.682,         1.157,        -0.792,       -0.0000,        0.0000,    0,        41.625,         1,      15,       4,Picarro IAEA,       0,       1
   187,   P-31876,   2022/11/02 18:25:51,           1-16,       1,        -7.168,       -15.899,      -128.234,         1.269,         21511,      -1,    1,   W-81930 / NLGQLH_1_22_0 / 208 / 808 /,                                 OH-25 C,                 H2O, 1667439025.96,         0.198,         0.193,         0.451,         0.148,       151.261,         0.002,         0.005,         2.394,        78.120,        27.251,         0.983,        71.815,         1.156,        -0.780,       -0.0000,        0.0000,    0,        41.625,         1,      16,       4,Picarro IAEA,       0,       1
   188,   P-31876,   2022/11/02 18:34:54,           1-16,       2,        -7.249,       -16.089,      -131.905,         1.289,         21375,      -1,    1,   W-81930 / NLGQLH_1_22_0 / 208 / 808 /,                                 OH-25 C,                 H2O, 1667439568.35,         0.192,         0.201,         0.448,         0.143,       148.064,         0.002,         0.005,         2.356,        77.604,        27.134,         0.966,        71.002,         1.156,        -0.880,        0.0000,        0.0000,    0,        41.625,         1,      16,       4,Picarro IAEA,       0,       1
   189,   P-31876,   2022/11/02 18:43:57,           1-16,       3,        -7.283,       -16.130,      -132.443,         1.277,         21406,      -1,    1,   W-81930 / NLGQLH_1_22_0 / 208 / 808 /,                                 OH-25 C,                 H2O, 1667440110.89,         0.183,         0.188,         0.427,         0.139,       147.639,         0.002,         0.005,         2.348,        77.688,        27.091,         0.980,        71.578,         1.157,        -0.746,        0.0000,       -0.0000,    0,        41.625,         1,      16,       4,Picarro IAEA,       0,       1
   190,   P-31876,   2022/11/02 18:52:59,           1-16,       4,        -7.307,       -16.165,      -132.711,         1.271,         21387,       0,    1,   W-81930 / NLGQLH_1_22_0 / 208 / 808 /,                                 OH-25 C,                 H2O, 1667440653.86,         0.199,         0.196,         0.342,         0.150,       144.572,         0.002,         0.003,         2.303,        77.595,        27.043,         0.987,        71.632,         1.154,        -0.768,        0.0000,        0.0000,    0,        41.688,         1,      16,       4,Picarro IAEA,       0,       1
   191,   P-31876,   2022/11/02 19:02:01,           1-16,       5,        -7.324,       -16.157,      -132.783,         1.250,         21387,       0,    1,   W-81930 / NLGQLH_1_22_0 / 208 / 808 /,                                 OH-25 C,                 H2O, 1667441195.73,         0.213,         0.219,         0.414,         0.153,       149.170,         0.002,         0.004,         2.366,        77.569,        27.179,         0.982,        71.389,         1.157,        -0.731,       -0.0000,        0.0000,    0,        41.750,         1,      16,       4,Picarro IAEA,       0,       1
   192,   P-31876,   2022/11/02 19:11:04,           1-16,       6,        -7.313,       -16.162,      -132.910,         1.264,         21374,       0,    1,   W-81930 / NLGQLH_1_22_0 / 208 / 808 /,                                 OH-25 C,                 H2O, 1667441738.71,         0.193,         0.203,         0.357,         0.133,       148.426,         0.002,         0.003,         2.361,        77.583,        27.126,         0.969,        71.072,         1.153,        -0.822,        0.0000,        0.0000,    0,        41.750,         1,      16,       4,Picarro IAEA,       0,       1
   193,   P-31877,   2022/11/02 19:20:06,           1-17,       1,        -2.869,        -7.874,       -68.855,         1.300,         21351,      -1,    1,      W-31 / NLGQLH_1_23_0 / 208 / 808 /,                            W-31 Control,                 H2O, 1667442281.12,         0.196,         0.189,         0.350,         0.140,       147.894,         0.001,         0.000,         2.338,        77.506,        26.789,         0.990,        72.045,         1.154,        -0.832,       -0.0000,        0.0000,    0,        41.750,         1,      17,       4,Picarro IAEA,       0,       1
   194,   P-31877,   2022/11/02 19:29:09,           1-17,       2,        -2.710,        -7.589,       -63.972,         1.309,         21393,      -1,    1,      W-31 / NLGQLH_1_23_0 / 208 / 808 /,                            W-31 Control,                 H2O, 1667442824.65,         0.192,         0.181,         0.322,         0.145,       146.911,         0.001,        -0.000,         2.336,        77.649,        26.808,         0.995,        72.384,         1.150,        -0.844,       -0.0000,        0.0000,    0,        41.812,         1,      17,       4,Picarro IAEA,       0,       1
   195,   P-31877,   2022/11/02 19:38:12,           1-17,       3,        -2.700,        -7.549,       -63.250,         1.298,         21359,      -1,    1,      W-31 / NLGQLH_1_23_0 / 208 / 808 /,                            W-31 Control,                 H2O, 1667443366.40,         0.199,         0.191,         0.336,         0.139,       147.311,         0.002,        -0.000,         2.333,        77.492,        26.735,         0.996,        72.412,         1.153,        -0.816,        0.0000,       -0.0000,    0,        41.875,         1,      17,       4,Picarro IAEA,       0,       1
   196,   P-31877,   2022/11/02 19:47:14,           1-17,       4,        -2.677,        -7.503,       -62.972,         1.296,         21364,       0,    1,      W-31 / NLGQLH_1_23_0 / 208 / 808 /,                            W-31 Control,                 H2O, 1667443908.38,         0.214,         0.206,         0.312,         0.146,       146.261,         0.002,        -0.000,         2.321,        77.523,        26.829,         0.989,        72.279,         1.152,        -0.854,       -0.0000,        0.0000,    0,        41.812,         1,      17,       4,Picarro IAEA,       0,       1
   197,   P-31877,   2022/11/02 19:56:17,           1-17,       5,        -2.658,        -7.488,       -62.771,         1.306,         21353,       0,    1,      W-31 / NLGQLH_1_23_0 / 208 / 808 /,                            W-31 Control,                 H2O, 1667444452.16,         0.196,         0.214,         0.342,         0.128,       146.870,         0.002,         0.000,         2.318,        77.482,        26.827,         0.989,        72.042,         1.153,        -0.838,       -0.0000,        0.0000,    0,        41.750,         1,      17,       4,Picarro IAEA,       0,       1
   198,   P-31877,   2022/11/02 20:05:19,           1-17,       6,        -2.669,        -7.495,       -62.660,         1.300,         21393,       0,    1,      W-31 / NLGQLH_1_23_0 / 208 / 808 /,                            W-31 Control,                 H2O, 1667444993.05,         0.164,         0.173,         0.351,         0.126,       150.474,         0.001,         0.001,         2.385,        77.627,        26.875,         0.991,        72.351,         1.151,        -0.840,        0.0000,        0.0000,    0,        41.750,         1,      17,       4,Picarro IAEA,       0,       1
   199,   P-31878,   2022/11/02 20:14:21,           1-18,       1,        -3.853,        -6.755,       -51.118,        -0.282,         21351,      -1,    1,   W-81922 / NLGQLH_1_24_0 / 208 / 808 /,                                 OH-28 B,                 H2O, 1667445536.13,         0.213,         0.201,         0.296,         0.149,       146.833,         0.002,         0.001,         2.348,        77.507,        26.599,         0.997,        72.693,         1.153,        -0.853,        0.0000,        0.0000,    0,        41.750,         1,      18,       4,Picarro IAEA,       0,       1
   200,   P-31878,   2022/11/02 20:23:24,           1-18,       2,        -3.896,        -6.719,       -50.140,        -0.344,         21364,      -1,    1,   W-81922 / NLGQLH_1_24_0 / 208 / 808 /,                                 OH-28 B,                 H2O, 1667446078.83,         0.201,         0.195,         0.323,         0.149,       147.039,         0.002,        -0.000,         2.325,        77.552,        26.660,         0.995,        72.574,         1.155,        -0.829,        0.0000,        0.0000,    0,        41.750,         1,      18,       4,Picarro IAEA,       0,       1
   201,   P-31878,   2022/11/02 20:32:27,           1-18,       3,        -3.897,        -6.726,       -49.973,        -0.341,         21352,      -1,    1,   W-81922 / NLGQLH_1_24_0 / 208 / 808 /,                                 OH-28 B,                 H2O, 1667446621.62,         0.194,         0.184,         0.331,         0.139,       147.479,         0.001,         0.000,         2.344,        77.505,        26.742,         0.991,        72.228,         1.151,        -0.815,       -0.0000,        0.0000,    0,        41.625,         1,      18,       4,Picarro IAEA,       0,       1
   202,   P-31878,   2022/11/02 20:41:30,           1-18,       4,        -3.896,        -6.718,       -49.908,        -0.344,         21338,       0,    1,   W-81922 / NLGQLH_1_24_0 / 208 / 808 /,                                 OH-28 B,                 H2O, 1667447164.19,         0.186,         0.193,         0.357,         0.133,       150.783,         0.001,         0.001,         2.389,        77.472,        26.667,         0.989,        72.285,         1.154,        -0.856,        0.0000,        0.0000,    0,        41.625,         1,      18,       4,Picarro IAEA,       0,       1
   203,   P-31878,   2022/11/02 20:50:32,           1-18,       5,        -3.899,        -6.698,       -49.816,        -0.358,         21355,       0,    1,   W-81922 / NLGQLH_1_24_0 / 208 / 808 /,                                 OH-28 B,                 H2O, 1667447707.15,         0.200,         0.191,         0.330,         0.150,       148.461,         0.001,         0.001,         2.349,        77.529,        26.711,         0.988,        72.288,         1.154,        -0.874,        0.0000,        0.0000,    0,        41.625,         1,      18,       4,Picarro IAEA,       0,       1
   204,   P-31878,   2022/11/02 20:59:34,           1-18,       6,        -3.902,        -6.708,       -49.749,        -0.356,         21339,       0,    1,   W-81922 / NLGQLH_1_24_0 / 208 / 808 /,                                 OH-28 B,                 H2O, 1667448248.71,         0.201,         0.188,         0.326,         0.144,       148.127,         0.002,         0.000,         2.347,        77.467,        26.673,         0.993,        72.223,         1.154,        -0.840,       -0.0000,        0.0000,    0,        41.625,         1,      18,       4,Picarro IAEA,       0,       1
   205,   P-31879,   2022/11/02 21:08:37,           1-19,       1,       -11.379,       -23.609,      -183.070,         1.171,         21401,      -1,    1,   W-81910 / NLGQLH_1_25_0 / 208 / 808 /,                                 OH-27 A,                 H2O, 1667448792.14,         0.208,         0.216,         0.497,         0.144,       146.634,         0.002,         0.006,         2.324,        77.683,        27.421,         0.967,        70.400,         1.157,        -0.811,        0.0000,       -0.0000,    0,        41.625,         1,      19,       4,Picarro IAEA,       0,       1
   206,   P-31879,   2022/11/02 21:17:40,           1-19,       2,       -11.700,       -24.270,      -193.129,         1.203,         21375,      -1,    1,   W-81910 / NLGQLH_1_25_0 / 208 / 808 /,                                 OH-27 A,                 H2O, 1667449335.02,         0.206,         0.221,         0.623,         0.140,       148.192,         0.002,         0.009,         2.343,        77.526,        27.347,         0.972,        70.486,         1.157,        -0.720,        0.0000,        0.0000,    0,        41.625,         1,      19,       4,Picarro IAEA,       0,       1
   207,   P-31879,   2022/11/02 21:26:43,           1-19,       3,       -11.739,       -24.358,      -194.834,         1.211,         21360,      -1,    1,   W-81910 / NLGQLH_1_25_0 / 208 / 808 /,                                 OH-27 A,                 H2O, 1667449877.38,         0.204,         0.215,         0.564,         0.137,       148.680,         0.002,         0.008,         2.358,        77.466,        27.438,         0.968,        70.139,         1.154,        -0.773,        0.0000,        0.0000,    0,        41.562,         1,      19,       4,Picarro IAEA,       0,       1
   208,   P-31879,   2022/11/02 21:35:45,           1-19,       4,       -11.752,       -24.379,      -195.498,         1.211,         21368,       0,    1,   W-81910 / NLGQLH_1_25_0 / 208 / 808 /,                                 OH-27 A,                 H2O, 1667450419.41,         0.187,         0.194,         0.514,         0.131,       148.263,         0.002,         0.006,         2.363,        77.496,        27.374,         0.970,        70.529,         1.156,        -0.721,        0.0000,        0.0000,    0,        41.625,         1,      19,       4,Picarro IAEA,       0,       1
   209,   P-31879,   2022/11/02 21:44:48,           1-19,       5,       -11.752,       -24.406,      -195.874,         1.225,         21365,       0,    1,   W-81910 / NLGQLH_1_25_0 / 208 / 808 /,                                 OH-27 A,                 H2O, 1667450963.13,         0.189,         0.192,         0.536,         0.144,       150.203,         0.002,         0.007,         2.380,        77.508,        27.438,         0.961,        70.034,         1.154,        -0.794,        0.0000,        0.0000,    0,        41.625,         1,      19,       4,Picarro IAEA,       0,       1
   210,   P-31879,   2022/11/02 21:53:51,           1-19,       6,       -11.753,       -24.419,      -196.093,         1.231,         21347,       0,    1,   W-81910 / NLGQLH_1_25_0 / 208 / 808 /,                                 OH-27 A,                 H2O, 1667451505.40,         0.180,         0.192,         0.433,         0.120,       147.203,         0.002,         0.005,         2.345,        77.400,        27.444,         0.962,        70.144,         1.155,        -0.802,       -0.0000,        0.0000,    0,        41.688,         1,      19,       4,Picarro IAEA,       0,       1
   211,   P-31880,   2022/11/02 22:02:53,           1-20,       1,        -4.156,       -10.286,       -88.069,         1.294,         21486,      -1,    1,        W-3 / NLGQLH_1_7_7 / 208 / 808 /,                                DIW Wash,                 H2O, 1667452047.36,         0.189,         0.184,         0.397,         0.130,       148.848,         0.001,         0.001,         2.355,        78.077,        26.953,         0.994,        72.436,         1.153,        -0.830,        0.0000,        0.0000,    0,        41.625,         1,      20,       4,Picarro IAEA,       0,       1
   212,   P-31880,   2022/11/02 22:11:56,           1-20,       2,        -3.886,        -9.773,       -80.006,         1.293,         21388,      -1,    1,        W-3 / NLGQLH_1_7_7 / 208 / 808 /,                                DIW Wash,                 H2O, 1667452590.34,         0.179,         0.180,         0.302,         0.125,       147.671,         0.001,        -0.001,         2.360,        77.684,        26.824,         0.989,        71.971,         1.154,        -0.868,        0.0000,        0.0000,    0,        41.688,         1,      20,       4,Picarro IAEA,       0,       1
   213,   P-31880,   2022/11/02 22:20:59,           1-20,       3,        -3.844,        -9.681,       -78.691,         1.285,         21382,      -1,    1,        W-3 / NLGQLH_1_7_7 / 208 / 808 /,                                DIW Wash,                 H2O, 1667453133.39,         0.195,         0.188,         0.342,         0.139,       148.524,         0.002,        -0.001,         2.338,        77.629,        26.793,         0.991,        72.258,         1.152,        -0.848,       -0.0000,        0.0000,    0,        41.750,         1,      20,       4,Picarro IAEA,       0,       1
   214,   P-31880,   2022/11/02 22:30:01,           1-20,       4,        -3.860,        -9.669,       -78.211,         1.262,         21370,       0,    1,        W-3 / NLGQLH_1_7_7 / 208 / 808 /,                                DIW Wash,                 H2O, 1667453675.45,         0.167,         0.180,         0.308,         0.125,       148.861,         0.001,        -0.001,         2.362,        77.461,        26.944,         0.993,        72.305,         1.153,        -0.693,        0.0000,        0.0000,    0,        41.750,         1,      20,       4,Picarro IAEA,       0,       1
   215,   P-31880,   2022/11/02 22:39:04,           1-20,       5,        -3.833,        -9.671,       -78.007,         1.291,         21352,       0,    1,        W-3 / NLGQLH_1_7_7 / 208 / 808 /,                                DIW Wash,                 H2O, 1667454219.36,         0.208,         0.203,         0.339,         0.150,       149.747,         0.001,         0.001,         2.355,        77.481,        26.824,         0.989,        71.999,         1.155,        -0.854,       -0.0000,        0.0000,    0,        41.750,         1,      20,       4,Picarro IAEA,       0,       1
   216,   P-31880,   2022/11/02 22:48:07,           1-20,       6,        -3.820,        -9.645,       -77.818,         1.291,         21378,       0,    1,        W-3 / NLGQLH_1_7_7 / 208 / 808 /,                                DIW Wash,                 H2O, 1667454761.18,         0.198,         0.183,         0.355,         0.152,       149.811,         0.002,         0.001,         2.373,        77.612,        26.830,         0.987,        72.049,         1.153,        -0.876,        0.0000,        0.0000,    0,        41.750,         1,      20,       4,Picarro IAEA,       0,       1
   217,   P-31881,   2022/11/02 22:57:10,           1-02,       1,         0.693,        -1.200,        -8.712,         1.327,         21337,      -1,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667455304.53,         0.180,         0.171,         0.348,         0.129,       145.796,         0.001,        -0.001,         2.333,        77.452,        26.433,         1.004,        73.190,         1.152,        -0.801,        0.0000,        0.0000,    0,        41.750,         1,       2,       5,Picarro IAEA,       0,       1
   218,   P-31881,   2022/11/02 23:06:12,           1-02,       2,         0.865,        -0.883,        -3.380,         1.331,         21369,      -1,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667455846.92,         0.206,         0.206,         0.384,         0.139,       147.201,         0.001,        -0.002,         2.340,        77.580,        26.516,         1.006,        73.143,         1.152,        -0.873,       -0.0000,       -0.0000,    0,        41.812,         1,       2,       5,Picarro IAEA,       0,       1
   219,   P-31881,   2022/11/02 23:15:16,           1-02,       3,         0.899,        -0.847,        -2.506,         1.346,         21313,      -1,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667456390.77,         0.189,         0.176,         0.353,         0.135,       145.527,         0.001,        -0.002,         2.333,        77.365,        26.482,         0.994,        72.845,         1.151,        -0.891,       -0.0000,       -0.0000,    0,        41.812,         1,       2,       5,Picarro IAEA,       0,       1
   220,   P-31881,   2022/11/02 23:24:19,           1-02,       4,         0.912,        -0.815,        -2.032,         1.342,         21351,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667456932.99,         0.198,         0.170,         0.342,         0.147,       149.323,         0.001,        -0.002,         2.372,        77.496,        26.473,         1.007,        73.209,         1.150,        -0.847,        0.0000,        0.0000,    0,        41.812,         1,       2,       5,Picarro IAEA,       0,       1
   221,   P-31881,   2022/11/02 23:33:22,           1-02,       5,         0.933,        -0.787,        -1.801,         1.348,         21333,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667457476.22,         0.199,         0.181,         0.317,         0.144,       148.664,         0.001,        -0.001,         2.366,        77.430,        26.474,         1.000,        73.068,         1.151,        -0.846,        0.0000,       -0.0000,    0,        41.812,         1,       2,       5,Picarro IAEA,       0,       1
   222,   P-31881,   2022/11/02 23:42:25,           1-02,       6,         0.902,        -0.811,        -1.602,         1.330,         21346,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667458019.53,         0.188,         0.179,         0.316,         0.138,       148.833,         0.001,        -0.000,         2.357,        77.435,        26.413,         1.012,        73.444,         1.154,        -0.779,       -0.0000,       -0.0000,    0,        41.750,         1,       2,       5,Picarro IAEA,       0,       1
   223,   P-31881,   2022/11/02 23:51:28,           1-02,       7,         0.922,        -0.783,        -1.557,         1.335,         21327,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667458562.27,         0.205,         0.193,         0.321,         0.145,       148.493,         0.002,        -0.001,         2.356,        77.452,        26.413,         0.999,        72.814,         1.153,        -0.901,        0.0000,        0.0000,    0,        41.812,         1,       2,       5,Picarro IAEA,       0,       1
   224,   P-31881,   2022/11/03 00:00:30,           1-02,       8,         0.940,        -0.766,        -1.385,         1.344,         21348,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667459104.70,         0.215,         0.186,         0.334,         0.154,       149.191,         0.002,        -0.001,         2.368,        77.468,        26.531,         1.005,        73.000,         1.153,        -0.908,        0.0000,       -0.0000,    0,        41.875,         1,       2,       5,Picarro IAEA,       0,       1
   225,   P-31881,   2022/11/03 00:09:34,           1-02,       9,         0.958,        -0.742,        -1.350,         1.349,         21332,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667459647.72,         0.206,         0.195,         0.332,         0.149,       150.737,         0.002,         0.001,         2.385,        77.471,        26.441,         0.999,        72.871,         1.154,        -0.889,       -0.0000,       -0.0000,    0,        41.875,         1,       2,       5,Picarro IAEA,       0,       1
   226,   P-31881,   2022/11/03 00:18:36,           1-02,      10,         0.949,        -0.763,        -1.241,         1.351,         21352,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667460191.54,         0.182,         0.196,         0.331,         0.125,       149.481,         0.002,         0.001,         2.368,        77.507,        26.543,         1.004,        73.066,         1.156,        -0.826,        0.0000,       -0.0000,    0,        41.875,         1,       2,       5,Picarro IAEA,       0,       1
   227,   P-31881,   2022/11/03 00:27:39,           1-02,      11,         0.943,        -0.762,        -1.223,         1.345,         21385,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667460734.34,         0.194,         0.202,         0.339,         0.137,       149.008,         0.002,         0.001,         2.368,        77.696,        26.507,         1.000,        72.979,         1.154,        -0.938,        0.0000,        0.0000,    0,        41.938,         1,       2,       5,Picarro IAEA,       0,       1
   228,   P-31881,   2022/11/03 00:36:42,           1-02,      12,         0.917,        -0.776,        -1.161,         1.326,         21360,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667461277.65,         0.200,         0.175,         0.335,         0.150,       147.511,         0.001,         0.000,         2.354,        77.550,        26.528,         1.005,        73.031,         1.153,        -0.880,       -0.0000,        0.0000,    0,        41.875,         1,       2,       5,Picarro IAEA,       0,       1
   229,   P-31882,   2022/11/03 00:45:45,           1-03,       1,       -13.834,       -28.274,      -220.618,         1.213,         21376,      -1,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667461820.56,         0.203,         0.219,         0.700,         0.141,       148.471,         0.003,         0.008,         2.350,        77.533,        27.578,         0.957,        69.834,         1.158,        -0.785,        0.0000,        0.0000,    0,        41.875,         1,       3,       5,Picarro IAEA,       0,       1
   230,   P-31882,   2022/11/03 00:54:48,           1-03,       2,       -14.388,       -29.321,      -237.321,         1.220,         21309,      -1,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667462362.89,         0.208,         0.226,         0.844,         0.136,       147.807,         0.002,         0.013,         2.352,        77.204,        27.589,         0.954,        69.480,         1.155,        -0.690,       -0.0000,        0.0000,    0,        41.875,         1,       3,       5,Picarro IAEA,       0,       1
   231,   P-31882,   2022/11/03 01:03:52,           1-03,       3,       -14.451,       -29.423,      -240.112,         1.212,         21356,      -1,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667462907.29,         0.209,         0.224,         0.735,         0.141,       146.527,         0.003,         0.011,         2.320,        77.402,        27.615,         0.960,        69.719,         1.156,        -0.699,        0.0000,       -0.0000,    0,        41.938,         1,       3,       5,Picarro IAEA,       0,       1
   232,   P-31882,   2022/11/03 01:12:55,           1-03,       4,       -14.487,       -29.510,      -241.278,         1.223,         21292,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667463449.27,         0.199,         0.215,         0.658,         0.135,       148.766,         0.002,         0.009,         2.367,        77.159,        27.551,         0.949,        69.249,         1.156,        -0.744,       -0.0000,        0.0000,    0,        42.000,         1,       3,       5,Picarro IAEA,       0,       1
